页码,微博id,微博作者,发布时间,微博内容,转发数,评论数,点赞数,发布于,ip属地_城市,ip属地_省份,ip属地_国家,正负情感,子类目
19,4909700258470448,陳偉andy香港,2023-06-06 18:27:01,#香港海关##香港法律# 「香港海关检获约二千八百万港元怀疑私烟.根据香港《进出口条例》，任何人输入或输出未列舱单货物，一经定罪，最高可被判罚款二百万港元及坐监七年..….」 　　香港海关六月二日在葵涌海关大楼验货场检获约七百七十万支怀疑私烟，估计市值约二千八百万元…………,0,0,0,中国香港,,香港,中国,中性,法律规章
19,4909700094630400,娛樂圈新聞速遞,2023-06-06 18:26:23,#香港海关##香港法律# 「香港海關檢獲約二千八百萬港元懷疑私煙.根據香港《進出口條例》，任何人輸入或輸出未列艙單貨物，一經定罪，最高可被判罰款二百萬港元及坐監七年..」　　香港海關六月二日在葵涌海關大樓驗貨場檢獲約七百七十萬支懷疑私煙，估計市值約二千八百萬元，應課稅值約一千九百萬港元。　　海關當日透過風險評估，揀選及查驗一個從韓國抵港並報稱載有面膜的四十呎海運貨櫃。經檢查後，海關人員在貨櫃內檢獲該批懷疑私煙。　　案件仍在調查中。　　海關會繼續根據風險評估和情報分析，加強打擊各層面的私煙活動。　　走私屬嚴重罪行。根據#香港# 《進出口條例》，任何人輸入或輸出未列艙單貨物，一經定罪，最高可被判罰款二百萬元及監禁七年。　　香港海關提醒市民，買賣私煙同屬違法。根據《應課稅品條例》，任何人若處理、管有、售賣或購買私煙即屬違法，一經定罪，最高可被判罰款一百萬港元及監禁兩年。简体字：#香港海关##香港法律# 「香港海关检获约二千八百万港元怀疑私烟.根据香港《进出口条例》，任何人输入或输出未列舱单货物，一经定罪，最高可被判罚款二百万港元及坐监七年..….」　　香港海关六月二日在葵涌海关大楼验货场检获约七百七十万支怀疑私烟，估计市值约二千八百万元，应课税值约一千九百万港元。　　海关当日透过风险评估，拣选及查验一个从韩国抵港并报称载有面膜的四十呎海运货柜。经检查后，海关人员在货柜内检获该批怀疑私烟。　　案件仍在调查中。　　海关会继续根据风险评估和情报分析，加强打击各层面的私烟活动。　　走私属严重罪行。根据#香港# 《进出口条例》，任何人输入或输出未列舱单货物，一经定罪，最高可被判罚款二百万元及监禁七年。　　香港海关提醒市民，买卖私烟同属违法。根据《应课税品条例》，任何人若处理、管有、售卖或购买私烟即属违法，一经定罪，最高可被判罚款一百万港元及监禁两年。 香港,1,1,0,中国香港,,香港,中国,消极,法律事件
19,4908655240022302,坎恋,2023-06-03 21:14:30,魔都绝佳视角，带你看看不一样的上海外滩。十里洋场烟花地，风云际会上海滩。假期来上海外滩就去这些地方吧，景美又出片🖼️攻略如下一、万国博览建筑群🌆外滩的标志性建筑之一，见证了上海百年历史📍导航至【上海海关大楼】二、北外滩滨江绿地🏞️外滩历史建筑与浦西高楼大厦的新旧交替🚇12号线【国际客运中心】站三、永安坊🏡上海中心大厦与近处上海民居的对比🚇10号线【豫园】站四、九江路🛣️浦东新区的东方明珠和黄浦区世贸广场就在九江路两端🚌公交站【中山东一路汉口路】五、公平路轮渡站🛥️另一个视角的东方明珠，这里的过江轮渡非常值得乘坐🚇10号线【提篮桥】站六、九江路与江西中路交叉口🏕️外滩的现代化地标之一——外滩中心🚌公交站【九江路江西中路】站七、西藏中路与九江路交叉口🏡高楼大厦间，东方明珠傲立群雄🚇1、2、8号线【人民广场】站八、外白渡桥🌉人民英雄纪念碑遥望着陆家嘴商业区，见证着上海的蓬勃发展九、导航至【外白渡桥】另外，十分推荐大家在外滩散散步，一面是百年前浦西的古建筑，另一面是陆家嘴商业区的高楼大厦，非常值得欣细细品味。#青春许愿季#,12509,13590,17363,上海,上海,上海,中国,积极,旅游攻略
20,4909166500774187,hazwb,2023-06-05 07:06:03,23 3031 海关大楼的钟，依然在走，这个钟，从英国进口。,0,0,0,福建,福州,福建,中国,中性,建筑
20,4909031565034752,西瓜地里吹吹风,2023-06-04 22:09:53,万国建筑群，海关大楼和汇丰银行 ,0,0,0,上海,上海,上海,中国,积极,建筑景观
20,4909013966259758,香嬷嬷VS辰格格,2023-06-04 20:59:57,相门，仓街，藕园，平江路，双塔菜场，双塔，吴作人美术馆，定慧寺，凤凰街，折返又定慧寺巷，双塔菜场，干将东路，再200路到海关大楼。两人八元交通费，人山人海，最大的收获：融入了打卡一族，一共拍了三张如图所示的照片，净看年轻人折腾了，现在的年轻人真好看，但没有特色。能想象，走着么段路程都在摆拍，发圈。其实只是走走看看就挺好～,0,0,1,江苏,苏州,江苏,中国,中性,旅游行程
20,4908205031818343,巴比伦的小人家,2023-06-02 15:25:32,经过图三海关大楼的时候，老妈说，wg中，外公就是被关在这里，因为zf派不允许外公回家，裹着小脚的外婆就只能带着刚十岁出头的老妈，每趟都从浦东乘摆渡过来给外公送脸盆棉被之类的生活用品。 所以老妈对这幢楼的印象极其深刻。 图九是原来的十六铺轮渡码头，我们坐在那里小憩。 上海·海关大楼(中山东一路) ,0,0,0,上海,上海,上海,中国,消极,家庭历史
20,4907100449542030,素闻素问,2023-05-30 14:16:19,如此舒适的风，好想拿了躺椅睡一觉。 Ps：原来海关大楼的钟，15分钟打一次的呀 ,0,0,0,上海,上海,上海,中国,积极,环境体验
20,4906116360176719,楷楷KK1214,2023-05-27 21:05:54,#上海外滩钟声# 今天海关大楼的整点钟声有点怪啊，好像电池没电🪫了………声音沙哑！#外滩钟声# ,0,0,1,上海,上海,上海,中国,消极,建筑
20,4905345053626638,广州市文化广电旅游局,2023-05-25 18:01:00,【色彩丰富的西关从来不乏烟火气】恩宁路、龙津西路、第十甫、上下九步行街的骑楼相连，构成了广州最长最完整的骑楼街。入夜后，粤海关大楼、南方大厦、粤剧艺术博物馆等地标亮起灯光，水上花船从永庆码头驶出，夜间的魅力丝毫不减#广东的雨是精准打击# #五月的广东有多热# #本周末广州热晴待人# （图/hobin、国家地理中文网）,17,5,53,,广州,广东,中国,积极,城市景观
20,4905635625304378,Lily-雯言雯语,2023-05-26 13:15:37,#闲逛沈阳# 奉天海关大楼旧址 沈阳·奉天海关大楼旧址 ,0,0,0,辽宁,沈阳,辽宁,中国,中性,地标建筑
20,4905007150793004,足迹7131,2023-05-24 19:38:17,珠江新城广州海关大楼的后门，与天河中学门口斜对面、叫华成路。华成路长年累月大量双向违章停车。华成路本身就是小支叉路两边都有违章停车，交警也是爱管不管的，接放学的孩子的私家车占用华成路全路段的两边，大鸣大放理所当然的违章停车。报警有人管不报警就没有人了管。希望交警队加强管理，标本兼治。 ,0,0,1,广东,广州,广东,中国,消极,交通管理
21,4904937114310637,龙华英烈,2023-05-24 15:00:00,@龙华英烈 邀请新青年关注《#回顾解放上海战役不忘红色初心# 丨欢迎人民解放军解放大上海》系列专题海关大楼位于上海市中山东一路13号，原称江海关大厦。1949年4月，为配合人民解放军里应外合解放上海，江海关大厦成为解放上海的前沿阵地。5月24日，“上海人民保安队”总指挥部设立于海关大楼缉私课副税务司办公室内。,0,0,3,,上海,上海,中国,积极,历史事件
21,4904883951505726,牛儿铃铛呀,2023-05-24 11:28:45,晚上的凌霄花和海关大楼的灯 ,0,0,0,河南,济源,河南,中国,中性,景观描述
21,4904058253213978,卡发的何崴-又到一年收获时,2023-05-22 04:47:43,安藤+皮诺基金会改造的威尼斯海关大楼。平静中有惊喜，细腻的混凝土与粗糙的砖、木、铁的对话。安藤最好的作品之一。 ,7,2,14,意大利,,意大利,意大利,积极,建筑评价
21,4903191617470484,文旅天津,2023-05-19 19:24:00,#花点心思游津城#【天津海关大楼：见证百年荣辱】回首百年荣辱，强国一朝梦圆。见证了中国人民不屈奋斗历程的海关大楼依旧矗立在海河岸边，它将继续见证人民的海关不断在新征程上守国门、促发展，为推进中国式现代化贡献海关力量，为构建人类命运共同体再立新功。天津日报数字报刊平台 ,0,0,0,,天津,天津,中国,积极,建筑地标
21,4900609398933971,香港商報網,2023-05-12 16:23:12,【香港海关检获约5400万元怀疑帽柱木碱】香港海关5月10日在葵涌海关大楼验货场检获约20公吨怀疑帽柱木碱，估计市值约5400万元。帽柱木碱是一种名为美丽帽柱木（又名卡痛）的植物的主要化合物，如被滥用，或会出现恶心、便秘、尿频、食欲不振、癫痫、幻觉及断瘾症状等身体反应。(tq)香港海關檢獲約5400萬元懷疑帽柱木鹼,2,0,1,,深圳,广东,中国,消极,社会事件
21,4900273766271825,老派战斗员,2023-05-11 18:09:31,同感，作为一个从小生活在黄浦江边上的阿宅，从小听着每天早上的船舶笛声醒来，随着外滩的海关大楼的钟声入眠，不是这种船穿插内外走通内陆，上海码头城市的意义何在？,10,1,4,浙江,金华,浙江,中国,积极,城市特色
21,4899954441328122,剧谈社,2023-05-10 21:00:38,《难以置信的遗迹珍宝》达米安·赫斯特是重要的英国当代艺术家。2017年威尼斯海关大楼博物馆中举办的《难以置信的遗迹珍宝》（Treasures from the Wreck of the Unbelievable）展中，他虚构了一起公元2世纪的沉船事件，声称他和他资助的水下考古团队，在非洲东海岸发现了一艘载有460吨艺术珍宝的沉船。 经过长达十年的打捞、 清理和研究后，终于将这批宝藏系统地重现。这其中有高达18米的巨型青铜恶魔、阿兹特克的日晷、变形的斯芬克斯雕像、中国神话里的西王母、迪士尼的米老鼠、以及一个原尺寸的仙女座青金石雕像——仙女座被锁链缠绕，海怪和巨鲨冲出海面压迫着它。 这个场景的原型来自斯皮尔伯格的电影，但是海浪，很显然就是模仿了葛饰北斋的画作。 他还给这些东西做旧，弄出珊瑚、贝壳这些大海侵蚀的效果。同时展示的，也包括记录考古学家和潜水者发现和打捞过程的视频和影像。,3,1,7,北京,北京,北京,中国,积极,艺术展览
21,4899854583858128,爱吃红烧肉的豆豆MM,2023-05-10 14:23:50,从洋泾滨江一直骑到艺仓美术馆，打道回府，2个小时，运动量差不多了。路过外滩附近，听到了海关大楼敲钟的声音“5562，1162（东方红，太阳升）”，很悠扬，想立足再听一会儿，可惜已经没有了。一看时间是半点，估计整点的时候，会唱的时间长点吧。今天天气多云，阳光不强烈，气温不太高，略有微风，很适合骑行。,0,0,1,上海,上海,上海,中国,积极,运动休闲
21,4899803290403976,旅行沙龙,2023-05-10 11:00:01,北海 海关大楼旧址 如果时间充裕又感兴趣的话，也能走进陈列馆里面感受一下历史的厚重。 ,0,0,1,黑龙江,哈尔滨,黑龙江,中国,积极,历史景点
22,4897794504003688,小杨怎么脸红了,2023-05-04 21:57:49,五一广州第三弹   这个胶片的照片我真的好喜欢   路过粤海关大楼浅拍了个照片   吃饭的时候距离车太远咯，只能穿着裙子骑共享了哈哈哈，我真的讨厌为什么没有共享电动车 ,0,0,1,广西,南宁,广西,中国,积极,摄影
22,4896881937221240,去菜市场买菜回来了,2023-05-02 09:31:36,海关大楼的钟我从小听到大~~#佳能大学生影像节#Canon EOS R50 ,0,0,0,广西,南宁,广西,中国,中性,建筑
22,4895657912961973,流心奶黄糯米糍兔,2023-04-29 00:27:46,转：北海印象·𝟏𝟖𝟕𝟔🎞 🇬🇧🇫🇷英法领事馆&amp;北海关大楼旧址🏛 ,0,0,0,广西,,广西,中国,中性,建筑历史
22,4893818275763731,黄昏的光芒与光辉,2023-04-23 22:37:42,休假一天，和友人去参观卡地亚在广州的猎豹展，布展流光溢彩，视觉盛宴。出来后又去参观了旁边的海关博物馆，每个海关大楼上都有一个钟楼，介绍说每15分钟会敲响，可惜现在改为电子钟，早晚8点才敲，没听到。又慢慢溜达到沙面的兰桂坊吃乳鸽，虽然过了饭点，依然满座，老城区的人民才是生活，CBD打工人只是活着回到家，楼下三只猫在慵懒得晒太阳，它们的生活也很惬意,0,0,0,广东,广州,广东,中国,积极,展览体验
22,4893748401800019,绍兴文旅发布,2023-04-23 18:00:03,#名城绍兴，越来越好##寻味绍兴#阿水面馆，开在吉利新村海关大楼对面。他家的扎肉色泽红亮晶莹，香酥鲜爽，酥而不碎。吃一口素面，再配以肥而不腻的扎肉，你就会惊叹自己的“清盘”速度。地点：上虞区百官街道江东路166号 ,0,0,0,,杭州,浙江,中国,积极,餐饮体验
22,4892661179745734,西范里,2023-04-20 17:59:49,#西范里##范友爆料# 海曙海关大楼项目位于宁波鄞奉片区东部启动区。解放南路以东、规划尹江岸路以西，紧邻奉化江。其中海曙海关大楼用地面积5875平方米，地上建筑面积约3.2万平方米，地下建筑面积约1.4万平方米。建筑设计立面具有保持政府办公楼的典型特征，建筑底部处理相对厚重沉稳，大柱廊的运用形成丰富的建筑底部韵律，建筑主体部分以对称性构图，保持左右均衡，屋顶结合塔的运用，形成丰富的顶部天际线。,0,2,4,浙江,宁波,浙江,中国,中性,建筑描述
23,4892357348295850,若我王,2023-04-19 21:52:29,红树里的海关大楼 上海·上海大厦-外滩 ,0,0,0,江苏,苏州,江苏,中国,中性,地标建筑
23,4892301846121705,宋志阳66,2023-04-19 18:11:57,1916年广州邮政博览馆（百年前的广州邮局大楼）落成，与比邻的粤海关大楼（大钟楼）共成近代广州的地标式建筑物，回望历史可知，当年一统天下的邮局堪比今天所有移动通信公司的总和，屹立广州“外滩”历百年风雨变迁，于广州是意义非凡的古建筑。卡地亚耗费巨量心力重装大楼内部，呈现震撼非常的“寻踪豹影”猎豹主题展览。1914年诞生的卡地亚猎豹腕表及猎豹元素，比百年大楼还早2年，看百年的卡地亚创作，美态、经典、震撼，什么样的作品能历经百年而不朽，大概就有感悟了，卡地亚之所以为卡地亚，超然地位也能理解了。明天起至5月21日，足一个月时间对公众开放，大约是1小时的感观震撼，不容错过。 广州·邮政博览馆,0,6,4,广东,广州,广东,中国,积极,建筑历史
23,4891648867439412,黄梦熹sophia,2023-04-17 22:57:15,这是历史就给这座城的自然影院，时间是最好的放映师，它把人世间的酸甜苦辣，寄托于每一个角落，然后在生活中慢慢酝酿。每一栋建筑，每一次历史，都是它的故事。海关大楼旧址，德国森宝洋行，大清邮局旧址，英国领事馆旧址，还有已经改建成酒店的法国领事馆旧址，改建成博物馆的德国领事馆旧址。分布在老街附近的各个角落，第两次总算是全部找到了，也赶在了闭关馆前进去参观。同一时期的建筑风格很相近，看其中一两个足矣，唉……因为喜欢，所以执着。,0,0,0,四川,乐山,四川,中国,积极,城市景观
23,4890535972049357,攀枝花开_,2023-04-14 21:15:00,【攀西首次！攀枝花海关 “云签发”首份出口检验检疫证书】4月11日，在攀枝花海关大楼内，海关工作人员通过海关属地查检业务管理系统向攀西外贸企业“云签发”了首份《出口检验检疫证书》，这标志着该模式在攀西地区正式开始运行。 “云签发”模式是一种“企业自主申报、海关智能审核、企业自助出证”的出口检验检疫证书申领便利化新模式。新模式不仅将出口检验检疫证书出具时间由原来的2-3个工作日缩短到1个小时以内，更有助于节省企业运营成本，真正实现了作业流程更规范、监管更便利、签证准确度更高。,0,0,1,四川,攀枝花,四川,中国,积极,海关服务与改革
23,4889804523964652,柚子太酸了你们都别吃,2023-04-12 20:48:29,紧张焦虑麻木谁能去海关大楼给我偷成绩 ,0,2,0,江苏,南京,江苏,中国,消极,心理状态
23,4886370680570996,泉州晚报社,2023-04-03 09:23:37,【清明期间部分道路交通管制 28路公交线路临时调整】记者从泉州市公交集团获悉，因清明期间丰泽区清源山齐云路实行交通管制，禁止机动车通行，4月5日当天途经该路段的28路公交线路仅行驶至少林路。具体调整如下：往（返）：温陵路公交首末站-温陵南路（海关大楼）-温陵北路（温陵路中段&lt;牙博士口腔&gt;、九一街口&lt;君龙人寿&gt;、东湖公园）-东湖街（东湖影院）-少林路（柑舍头）-圣福花苑。详情：网页链接,0,0,0,,泉州,福建,中国,中性,交通通告
24,4885631157144323,巨匠森林,2023-04-01 08:25:01,#森·游记#《旅行》2023第四站：东阳市横店镇梦外滩景区以20世纪30年代至40年代的老上海为主要原型，传神再现了当时的城市风貌，恢复老上海十里洋场的旧时风情；还原和平饭店、汇丰银行、海关大楼、外白渡桥、百老汇大夏、永安百货、上海大世界、天蟾戏院等老上海经典建筑，展示老上海独特的融万国建筑于一处的海派风格；是集电影主题乐园、影视拍摄服务、旅游休闲度假酒店、综合服务为一体的横店品牌特色文化主题景区。2023.3.31☆旅行之第四十七站,0,1,0,浙江,金华,浙江,中国,积极,景区游览
24,4885487066028463,宝官儿大人的太史令,2023-03-31 22:52:27,太史令生日快乐🎂 从不同角度欣赏陆家嘴三件套 没有听到海关大楼的整点钟声闹情绪但太史令告诉我可能是因为人多太吵了所以才没听到 吃到我最爱的松子鱼但太史令说他最爱的还是汤面 祝太史令越活越年轻年年交好运天天有惊喜今年尤其多 上海·外滩 ,0,2,5,上海,上海,上海,中国,积极,生日祝福
24,4884966112495996,广东省立中山图书馆,2023-03-30 12:22:22,【#中图小课堂# 】华丽壮观的粤海关大楼建成于1916年，为仿古罗马的新古典主义建筑。因大楼顶端13米高的穹窿顶钟楼，老广州人习惯将它称为“大钟楼”。本期“广州迹忆”与你同游“好看”更“好拍”的粤海关大楼，并推荐阅读《建筑也可以很好玩》《广州近代商贸建筑研究》。戳开链接，来为粤海关博物馆寻找“最佳机位”吧~广州“迹”忆 | 不负春日好时光， 来粤海关大楼寻找“最佳机位”吧,0,0,2,,广州,广东,中国,积极,建筑游览
24,4883670105593207,想吃苹果派_,2023-03-26 22:32:30,听到海关大楼的东方红 仿佛把人拉回到12年冬天跟家父来外滩的日子 百事饮料车还是没变 2元轮渡也没涨价 之后来上海基本都会来外滩打卡 浦西的他们见证了历史 见证了对面拔地而起灯红酒绿的魔都 也见证了我的十年  上海·外滩万国建筑博览 ,0,2,8,浙江,绍兴,浙江,中国,积极,回忆
24,4883541131002376,那些珍贵老照片,2023-03-26 14:00:00,1928年，上海，最左边带圆顶的是香港上海银行，带时钟的是海关大楼（带时钟），右边是正在建造中的Sassoon House，也就是后来的和平饭店。 ,0,1,9,陕西,西安,陕西,中国,中性,建筑描述
24,4883276319162581,董建航同學,2023-03-25 20:27:43,今天13:45分走在外滩，上海海关大楼的钟照例15分钟会响一次，那一瞬间，我走在浦东发展银行门口，手中拿着咖啡，街道上的红灯很配合地亮起来，汽车们很有节奏地停了下来，引擎声却各有不同地响着，但还是很静。钟声响起的那几秒，场景立马转换。回到了小学初中11点整，宏达大厦会很准时的响起来……那种熟悉…又有点细微的东西真的很难讲灵清的感觉…只能感受…咚…凭我的言语真的很难讲清楚这么高级的感受。 上海·上海外滩,0,2,2,上海,,上海,中国,积极,城市景观
25,4881734833802456,大江晚报,2023-03-21 14:22:25,【#芜湖老海关大楼或将对公众开放#】记者近日从芜湖市文物部门获悉，今年全市将有一批文物建筑迎来新生，其中芜湖市圣雅各中学旧址修缮工程项目将全面竣工，老芜湖海关旧址将于今年5月完成整体修缮。老芜湖海关在整体修缮竣工后或将于今年的“文化和自然遗产日”——6月10日向公众开放。2022年，全市累计6个文物保护项目（国保单位）获国家文物局批复立项，其中含有两个文物建筑类保护项目，分别是英驻芜领事署洋员帮办楼旧址保护修缮、芜湖内思高级工业学校旧址保护修缮。#芜湖老海关或将对外开放#（大江资讯） 大江晚报的微博视频,0,0,2,,芜湖,安徽,中国,积极,文化遗产保护
25,4880764061359415,---安逸的猫,2023-03-18 22:04:55,哈哥心心念念想听海关大楼大钟的钟声，特地带他去打卡，然后再去了浦东看外滩亮灯，结果发现隔着黄浦江听钟声更有feel丫，笑死 ,0,0,5,上海,上海,上海,中国,积极,旅游体验
25,4878869972913053,爱丢废话箱,2023-03-13 16:38:29,星辰sungchen 《晨钟》 *民国 *BE *他走后，浦江之滨仍然屹立着海关大楼，每隔一刻钟，钟声便会响起，悠远肃穆，给人送去来自远方的思念。  网页链接上篇  网页链接下篇 ,1,19,66,天津,天津,天津,中国,中性,建筑描述
25,4877876800000643,小win碎碎念,2023-03-10 22:51:58,hi 这里是广州 仿佛置身欧洲街头  下午的沙面也太好拍照了📷 来广州去的第一个景点 朋友们强烈安利的沙面 仿佛置身欧洲街头 拍照出片 晒晒太阳看看河 舒服极了 建议穿黑白衣服到粤海关大楼这边拍照 下午四点左右是光线最好的时候 原相机拍摄显得皮肤白皙细腻 广州·沙面岛 ,0,0,3,广东,广州,广东,中国,积极,旅游体验
25,4877113578226523,sckf18,2023-03-08 20:19:12,纸币上话说上海外滩海关大楼以及大楼上大钟的钟声。 南充·营山 ,0,0,0,四川,南充,四川,中国,中性,地标描述
25,4877006225803423,Bahamut229,2023-03-08 13:12:37,#哈尔滨历史##发现哈尔滨##寻迹百年中东铁路##寻找记忆中的哈尔滨##历史老照片# 【哈尔滨旧影】开始卷入俄国内战的捷克斯洛伐克军团在哈尔滨停留期间在站前车站街(今红军街)的检阅活动，1918年。图一是车站街契斯恰科夫茶庄前，图二可以看到海关大楼的帐篷顶。 ,2,1,4,辽宁,,辽宁,中国,中性,历史事件
26,4876606638131456,葛卫东--红色收藏,2023-03-07 10:44:48,NGC高分，上海外滩标志性建筑海关大楼。 葛卫东--红色收藏的微博视频 ,0,0,0,上海,上海,上海,中国,积极,建筑评价
26,4875726870286259,杰瑞是个der,2023-03-05 00:28:55,📍城隍庙 📍武康路 📍上海海关大楼 ,0,0,10,江苏,无锡,江苏,中国,中性,地标打卡
26,4874948444948366,氙氢XeH,2023-03-02 20:55:44,上海的风吹不起烟台的浪黄埔江的水也不会向西流淌海关大楼的钟声浑厚悠扬崇明岛上的灯塔依旧明亮遥望远处的汽轮有种声音在心中回荡外滩饕餮的鸥鸟在低吟浅唱歌词是周杰伦的稻香包涵些许思念也许不仅仅是故乡它欲展翅翱翔眼神中显露着倔强即使乘风猖狂也飞不到蓬莱阁上汇金湖的天鹅孤独地浮在靠近栏杆的地方眼神很是忧伤似乎在企望但它不渴盼玉米更不奢求米糠也许是悲伤旧鹄早已匆匆去往天堂在多伦路街头徜徉看车辆来来往往靠着永安里的围墙放一只信鸽飞向北方它掠过长江俯瞰苏皖盛状看砀山梨花开放丈量齐鲁孔孟之乡向着东方朝阳飞到黄海之滨盘旋于莱山区上它看到海边的姑娘便落在她的肩上轻啄她的臂膀诉说着纸短情长潮水拍打着堤岸发出哗哗声响仿佛在哀叹愁肠伴着摇摇欲坠的夕阳晚霞为天穹染上红妆海风吹过海港三两人在沙滩徜徉养马岛的栈桥站着那忧愁的姑娘她面对橙黄色的海洋看斗牛间出现月亮目送信鸽消失于南方任由泪水浸透衣裳#情感语录##诗歌##愿你遇到的人都是温暖的##诗词歌赋##治愈系# 氙氢XeH的微博视频,0,0,1,上海,上海,上海,中国,积极,风景描述
26,4874891125850797,好享下午茶,2023-03-02 17:07:57,最近广州春光灿烂，悠闲来到同福中路吃路边多年老字号煲仔饭，然后去海幢寺看看山茶花，一路走到洲头咀公园，黄风铃花只开到去年的一半，还没到最美的时候，晚上夜幕降临，到人民桥的captian和朋友吹水，风景独好，广州再也没有这么适宜休闲的桥底餐厅了，看着边上的粤海关大楼，这里是最似外滩的江景了。,0,0,1,广东,广州,广东,中国,积极,餐饮体验
26,4872752793652891,广州市文化广电旅游局,2023-02-24 19:31:00,【得闲～来太古仓码头叹茶吧】“太古仓·水上茶居”在太古仓码头正式开业，中式仿古游船“南海神·广州日报号”，带着新航线、新菜式在太古仓码头启航新航线启自太古仓码头，东至天字码头，途经白鹅潭、沙面、粤海关大楼等经典地标置身游船二层、三层的露天甲板上，听江风浅吟，叹虾饺、烧麦、凤爪、叉烧包……以及新加入的东南亚特色食材，饱览珠江沿岸老西关、老东山城市好风光#广州5500株杜鹃花盛放# #广东再迎降温天气# #广东已入春#  （图/遇见珠水 珠江游）,3,2,6,,广州,广东,中国,积极,餐饮
26,4871656617284352,狮子lingv,2023-02-21 18:55:11,今天下午参会，进入海关大楼，有所体验收获。特制作本视频留以纪念。 狮子lingv的微博视频 ,0,0,0,上海,上海,上海,中国,积极,个人经历
26,4870253248514444,烟霞仙居,2023-02-17 21:58:42,【随手拍】“仙居：人勤春来早……。”站在仙居海关大楼眺望窗外，七八十岁的菜农在确保安全的情况下，烧草筋灰、整理菜地……。菜农告诉我：“连日多雨，地气潮湿，这里全是平地、菜园子，草筋灰上覆盖泥碧头块，只是烟不出明火。几个小时后，我等待到烧完、烧过，磨灰散种，把灰施肥种坑，确保安全后，才离开。”点赞和致敬老者勤劳。但必须提醒“野外严禁用火”、“野外用火必须确保安全”……@抖音小助手 #愿春风带来更多美好 ##不一样的烟火# #烟火向星辰所愿皆成真 ##时光因懂得而美好# #全国百佳深呼吸小城仙居##开往春天的列车# 烟霞仙居的微博视频,1,2,1,浙江,台州,浙江,中国,积极,社会生活
27,4869829251041432,解说王淞,2023-02-16 17:53:53,落日八分钟的海关大楼 ,0,4,24,上海,上海,上海,中国,中性,地标建筑
27,4869709244138517,文山发布--官方微博,2023-02-16 09:57:01,#文物背后有料有趣的中国故事#【300余件，文山州博物馆赴勐腊海关接收移交文物】2月14日，由昆明海关所属勐腊海关与云南省文物局共同举办的勐腊海关涉案文物移交仪式在勐腊海关大楼举行。此次文山州博物馆接收移交文物324件，包括“十两银条”“法属安南坐洋币”等不同面值文物。这些文物将为研究清代至民国时期中国与越南的经济提供支撑。勐腊海关于2020年10月查扣一批清代至民国时期的银条、银币等文物共计768件。根据《中华人民共和国文物保护法》《罚没财物管理办法》等规定，经云南省文物局研究并和昆明海关协商，本批罚没文物由云南省博物馆、文山州博物馆和红河州博物馆三家单位收藏。,0,0,0,,文山壮族苗族自治州,云南,中国,积极,文物接收
27,4869332427082348,pierrechow,2023-02-15 08:59:41,散步随记3507 老照片有故事 上图东馆地方文献馆以数字媒体呈现上海历史建筑、红色纪念地以及文化地标。看看老照片，回首往年事：①1870年上海海关。②1927年外滩海关大楼门前的赫德铜像。英国人赫德1863年任海关总税务司，1908年回国，是掌管中国海关近半个世纪的洋人。③外滩老沙逊洋行，1877年创设。英籍犹太人沙逊家族以鸦片发迹后，在上海靠房产发财。④1928年沙逊大厦（现和平饭店），当年外滩最高楼。⑤黄浦江上。远东第一高楼沙逊大厦鹤立鸡群。⑥三十年代初外滩一带。⑦老外滩鸟瞰。⑧1948年外滩。沙逊大厦旁是建于1936年的中国银行大楼。原计划34层，沙逊阻扰，说中国大楼高度不得超过他的金字塔尖顶。无奈修改图纸，降至17层，比沙逊大厦低0.3米。上海人说，翘脚沙逊结棍（沙逊腿瘸，沪语称翘脚），一脚踢脱17层。⑨1936年旧报纸。平津学生游行抗议日本增兵华北，上海民众集会响应。 上海·上海图书馆东馆,1,0,5,上海,上海,上海,中国,积极,文化历史
27,4868786177447437,静潇瀟,2023-02-13 20:49:05,连日来天气湿热如初夏，似乎有些反常。傍晚西北风渐起并伴有零星小雨，晚餐期间风雨大作，冷空气南下了。晚上八点钟，广州海关大楼钟声准时响起，被风声雨声裹挟着，淡定而悠扬，甚至有点寂寞。 ,0,4,2,广东,广州,广东,中国,中性,天气描述
27,4868703601296864,恰恰舞2288,2023-02-13 15:20:57,丹东新区国门海关大楼附近有无人机。 ,0,0,0,陕西,西安,陕西,中国,中性,建筑与设施
27,4866970820810233,光影小帧,2023-02-08 20:35:30,芜湖老海关旧址🧸        老海关大楼建于1919年。老芜湖海关曾经是全国40余处海关之一，它是根据《中英烟台条约》于1876年设立，定为三等海关。1877年4月正式开关。开关之后因业务激增，遂在陶沟以南兴建海关大楼。大楼坐东朝面，紧邻长江，建筑面积近900平方米，入口门厅位于钟楼底层。主楼两层，为柱廊式砖木结构。2019年10月7日，入选第八批全国重点文物保护单位名单。#爱上这座城##安徽旅行##遇见美好##手机摄影##带着微博去旅行# 芜湖·芜湖市滨江公园,0,2,9,安徽,芜湖,安徽,中国,积极,文化遗产
27,4865883274742992,Sidney202004,2023-02-05 20:33:59,公和洋行现在叫巴马丹拿176年设计的香港 怡和大厦 公和洋行在上海设计的著名的12栋建筑 包括汇丰银行老房子，上海海关大楼，，原东方饭店，原华懋饭店现和平饭店，上海永安公司大楼，现在是新天地等 ,0,1,2,上海,上海,上海,中国,中性,建筑历史
